TransactionId,CustomerId,GeoId,NumOfProducts,Balance,,,,
97,15738721,G003,1,102827.44,,,,
98,15693683,G002,2,97086.4,,,,
99,15604348,G003,2,0,,,,
100,15633059,G001,2,0,,,,
101,15808582,G001,1,0,,,,
102,15743192,G001,2,0,,,,
103,15580146,G001,1,82674.15,,,,
104,15776605,G003,2,0,,,,
105,15804919,G003,1,0,,,,
106,15613854,G003,2,107073.27,,,,
107,15599195,G002,1,88938.62,,,,
108,15812878,G002,1,99806.85,,,,
109,15602312,G003,1,150092.8,,,,
110,15744689,G002,1,92833.89,,,,
111,15803526,G002,1,90536.81,,,,
112,15665790,G002,2,108055.1,,,,
113,15715951,G001,1,100238.35,,,,
114,15591100,G003,1,106190.55,,,,
115,15609618,G002,2,154475.54,,,,
116,15675522,G002,2,132351.29,,,,
117,15705512,G002,1,167864.4,,,,
118,15698028,G001,2,0,,,,
119,15661670,G002,1,107818.63,,,,
120,15600781,G002,2,185173.81,,,,
121,15682472,G001,2,129433.34,,,,
122,15580203,G003,1,120193.42,,,,
123,15690673,G001,2,0,,,,
124,15760085,G002,1,126384.42,,,,
125,15779659,G001,1,0,,,,
126,15627360,G001,1,152603.45,,,,
127,15671137,G001,1,0,,,,
128,15782688,G002,1,148507.24,,,,
129,15575492,G001,2,0,,,,
130,15591607,G001,1,101827.07,,,,
131,15740404,G001,2,0,,,,
132,15718369,G002,1,130862.43,,,,
133,15677871,G001,1,122570.87,,,,
134,15642004,G001,2,0,,,,
135,15712543,G002,2,124828.46,,,,
136,15584518,G002,2,144895.05,,,,
137,15802381,G002,1,63663.93,,,,
138,15610156,G001,1,133463.1,,,,
139,15594408,G003,1,213146.2,,,,
140,15640905,G003,2,129490.36,,,,
141,15698932,G002,1,137452.09,,,,
142,15724944,G001,2,0,,,,
143,15628145,G001,1,125851.93,,,,
144,15713483,G003,1,0,,,,
145,15612350,G001,1,40915.55,,,,
146,15800703,G003,1,113157.22,,,,
147,15705707,G003,2,138296.94,,,,
148,15754105,G001,1,106967.18,,,,
149,15703264,G001,1,120681.63,,,,
150,15794413,G001,2,0,,,,
151,15650237,G003,2,0,,,,
152,15759618,G001,1,0,,,,
153,15811589,G003,2,0,,,,
154,15689044,G001,1,127609.59,,,,
155,15709368,G001,2,0,,,,
156,15679145,G003,1,0,,,,
157,15655007,G001,2,0,,,,
158,15623595,G003,2,0,,,,
159,15589975,G001,1,97259.25,,,,
160,15804017,G002,1,123246.7,,,,
161,15692132,G003,1,101060.25,,,,
162,15641122,G001,2,0,,,,
163,15630910,G001,1,108007.36,,,,
164,15680772,G003,2,0,,,,
165,15658929,G003,1,133702.89,,,,
166,15585388,G002,2,125189.75,,,,
167,15724623,G002,1,113034.22,,,,
168,15588537,G003,1,109013.23,,,,
169,15574692,G003,2,0,,,,
170,15611325,G002,2,57929.81,,,,
171,15587562,G001,1,130114.39,,,,
172,15613172,G002,2,95826.49,,,,
173,15651022,G002,1,129608.57,,,,
174,15586310,G001,1,169462.09,,,,
175,15625524,G001,2,0,,,,
176,15755209,G003,1,133868.21,,,,
177,15645248,G001,2,0,,,,
178,15790355,G002,2,190479.48,,,,
179,15762615,G003,1,101993.12,,,,
180,15625426,G002,1,161608.81,,,,
181,15716334,G003,1,122311.21,,,,
182,15789669,G001,2,0,,,,
183,15621075,G002,2,162150.42,,,,
184,15810845,G001,2,0,,,,
185,15719377,G001,1,0,,,,
186,15654506,G001,2,0,,,,
187,15771977,G001,1,99010.67,,,,
188,15708710,G003,1,0,,,,
189,15726676,G003,2,0,,,,
190,15587421,G002,2,111388.18,,,,
191,15726931,G001,2,56214.85,,,,
192,15771086,G001,2,84327.77,,,,
193,15756850,G001,2,0,,,,
194,15702741,G001,1,93012.89,,,,
195,15679200,G003,2,61710.44,,,,
196,15594815,G001,1,174790.15,,,,
197,15635905,G003,2,0,,,,
198,15777892,G002,1,107720.64,,,,
199,15656176,G001,2,0,,,,
200,15811127,G001,1,96423.84,,,,
201,15604482,G003,1,141040.01,,,,
202,15622911,G001,1,105420.18,,,,
203,15600974,G003,1,0,,,,
204,15727868,G001,2,129022.06,,,,
205,15627801,G003,1,176666.62,,,,
206,15773039,G001,1,0,,,,
207,15755262,G003,1,89763.84,,,,
208,15679531,G001,1,134954.53,,,,
209,15684181,G001,1,0,,,,
210,15612087,G001,1,106376.85,,,,
211,15752047,G002,2,161814.64,,,,
212,15624592,G001,2,0,,,,
213,15573152,G001,2,0,,,,
214,15594917,G001,1,63095.01,,,,
215,15785542,G002,2,118287.01,,,,
216,15723488,G002,1,106854.21,,,,
217,15680920,G001,1,49512.55,,,,
218,15786308,G003,2,0,,,,
219,15659366,G001,2,105799.32,,,,
220,15774854,G001,1,0,,,,
221,15725311,G001,2,114722.05,,,,
222,15787155,G003,1,0,,,,
223,15727829,G001,2,0,,,,
224,15733247,G001,1,0,,,,
225,15568748,G002,1,99564.22,,,,
226,15699029,G001,2,170557.91,,,,
227,15774393,G001,2,0,,,,
228,15676895,G002,3,74596.15,,,,
229,15637753,G002,1,96888.39,,,,
230,15605461,G002,1,130830.22,,,,
231,15808473,G001,2,0,,,,
232,15627000,G001,2,0,,,,
233,15787174,G001,2,0,,,,
234,15723886,G002,2,119714.25,,,,
235,15704769,G001,2,113978.97,,,,
236,15772896,G002,1,100160.75,,,,
237,15711540,G001,1,0,,,,
238,15764866,G002,3,116220.5,,,,
239,15794056,G001,3,0,,,,
240,15795149,G001,2,81173.83,,,,
241,15812009,G003,2,0,,,,
242,15651001,G002,1,116803.8,,,,
243,15813844,G001,2,105961.68,,,,
244,15596175,G002,1,117411.6,,,,
245,15576269,G003,2,0,,,,
246,15797219,G001,1,123497.58,,,,
247,15685500,G002,2,152400.51,,,,
248,15599792,G001,2,0,,,,
249,15657566,G002,1,103097.85,,,,
250,15772423,G002,1,126418.14,,,,
251,15628112,G002,1,77846.9,,,,
252,15753754,G003,2,0,,,,
253,15793726,G001,2,0,,,,
254,15694717,G002,1,79731.91,,,,
255,15665834,G003,1,0,,,,
256,15765297,G003,2,0,,,,
257,15636684,G001,2,0,,,,
258,15592979,G002,2,37266.67,,,,
259,15750803,G001,1,127992.25,,,,
260,15607178,G002,1,54901.01,,,,
261,15713853,G002,2,108748.08,,,,
262,15673481,G003,1,99906.19,,,,
263,15686776,G001,2,184686.41,,,,
264,15673693,G001,1,110654.02,,,,
265,15700696,G003,1,79019.8,,,,
266,15813163,G003,1,99240.51,,,,
267,15653857,G001,2,0,,,,
268,15777076,G001,2,0,,,,
269,15717398,G003,1,0,,,,
270,15799217,G002,1,52436.2,,,,
271,15787071,G003,2,0,,,,
272,15619955,G002,3,100337.96,,,,
273,15796505,G002,2,149297.19,,,,
274,15725166,G001,2,0,,,,
275,15800116,G002,1,145605.44,,,,
276,15758685,G003,2,0,,,,
277,15694456,G001,1,0,,,,
278,15767339,G001,2,0,,,,
279,15683562,G001,1,84026.86,,,,
280,15782210,G001,1,0,,,,
281,15668893,G001,2,0,,,,
282,15669169,G003,2,0,,,,
283,15643024,G002,1,138718.92,,,,
284,15699389,G001,1,118274.71,,,,
285,15708608,G001,2,174185.98,,,,
286,15626144,G001,2,113208.86,,,,
287,15573112,G003,1,103907.28,,,,
288,15790678,G001,1,119023.28,,,,
289,15727556,G003,1,166297.89,,,,
290,15697307,G003,2,0,,,,
291,15652266,G002,1,63227,,,,
292,15607098,G003,2,94521.17,,,,
293,15655774,G001,2,0,,,,
294,15590241,G003,1,112822.26,,,,
295,15785819,G001,2,0,,,,
296,15723654,G001,1,135903.33,,,,
297,15774510,G001,1,125169.26,,,,
298,15684173,G003,3,0,,,,
299,15650068,G001,1,149117.31,,,,
300,15811490,G001,2,0,,,,
301,15803976,G001,2,0,,,,
302,15682541,G003,1,132311.71,,,,
303,15695699,G001,2,0,,,,
304,15624188,G001,2,0,,,,
305,15812191,G001,1,118082.89,,,,
306,15636673,G001,1,119266.69,,,,
307,15594898,G001,1,0,,,,
308,15660211,G002,2,156847.29,,,,
309,15773972,G001,1,137104.47,,,,
310,15746726,G002,1,78398.69,,,,
311,15712287,G001,2,0,,,,
312,15702919,G002,1,63669.42,,,,
313,15674398,G001,2,0,,,,
314,15797960,G002,1,135296.33,,,,
315,15631868,G003,1,153804.44,,,,
316,15581539,G003,2,0,,,,
317,15662736,G001,1,147069.78,,,,
318,15666252,G003,2,0,,,,
319,15677512,G003,1,0,,,,
320,15626114,G001,1,95741.75,,,,
321,15810834,G003,1,145965.33,,,,
322,15678910,G001,1,141441.75,,,,
323,15694408,G001,1,139290.41,,,,
324,15585215,G001,2,0,,,,
325,15682757,G001,2,0,,,,
326,15736601,G001,1,144428.87,,,,
327,15601848,G001,2,0,,,,
328,15736008,G001,1,95441.27,,,,
329,15669064,G002,1,144848.74,,,,
330,15624528,G002,2,116244.14,,,,
331,15598493,G001,2,0,,,,
332,15601274,G003,1,146502.07,,,,
333,15702669,G002,2,117028.6,,,,
334,15728669,G002,1,112013.81,,,,
335,15742668,G003,1,108269.37,,,,
336,15697441,G001,1,182123.79,,,,
337,15740476,G002,2,150923.74,,,,
338,15648064,G001,2,0,,,,
339,15636624,G003,1,165272.13,,,,
340,15807923,G002,1,115301.31,,,,
341,15745844,G002,2,129502.49,,,,
342,15786170,G001,1,118342.26,,,,
343,15681081,G003,2,0,,,,
344,15684484,G001,2,0,,,,
345,15785869,G001,2,0,,,,
346,15763859,G001,2,0,,,,
347,15658935,G002,2,106937.05,,,,
348,15747358,G002,1,170331.37,,,,
349,15735203,G002,1,114510.85,,,,
350,15576256,G001,2,0,,,,
351,15659420,G003,2,107594.11,,,,
352,15593365,G003,1,81273.13,,,,
353,15777352,G003,1,169399.6,,,,
354,15812007,G003,2,0,,,,
355,15625461,G001,2,187841.99,,,,
356,15739438,G001,2,0,,,,
357,15611759,G003,2,126776.3,,,,
358,15661629,G003,1,126436.29,,,,
359,15633950,G001,1,101960.74,,,,
360,15592386,G001,2,0,,,,
361,15803716,G003,2,0,,,,
362,15696674,G002,1,150842.93,,,,
363,15706365,G001,1,102535.57,,,,
364,15745088,G002,2,99027.61,,,,
365,15676715,G001,2,0,,,,
366,15613085,G003,1,0,,,,
367,15633537,G002,2,87271.41,,,,
368,15594720,G002,2,102742.91,,,,
369,15684042,G002,2,40105.51,,,,
370,15583303,G001,1,152265.43,,,,
371,15611579,G003,1,141947.67,,,,
372,15774696,G002,2,106307.91,,,,
373,15694506,G002,2,107884.81,,,,
374,15688074,G002,1,125013.72,,,,
375,15759537,G002,2,58469.37,,,,
376,15758449,G001,1,0,,,,
377,15583456,G002,3,117231.63,,,,
378,15667871,G003,1,152390.26,,,,
379,15677371,G003,1,34013.63,,,,
380,15629677,G003,3,0,,,,
381,15713578,G001,2,0,,,,
382,15591509,G001,2,101583.11,,,,
383,15568240,G002,2,77168.87,,,,
384,15622993,G002,2,124695.72,,,,
385,15689294,G002,1,105934.96,,,,
386,15720910,G001,1,0,,,,
387,15721181,G003,2,0,,,,
388,15776433,G003,2,0,,,,
389,15748936,G003,2,0,,,,
390,15717225,G001,2,161525.96,,,,
391,15685226,G002,1,147199.07,,,,
392,15785611,G002,1,183102.29,,,,
393,15573456,G003,2,127209,,,,
394,15684548,G003,2,0,,,,
395,15620505,G003,1,97378.54,,,,
396,15807432,G002,2,136925.09,,,,
397,15584766,G001,1,54503.55,,,,
398,15612187,G002,1,155726.85,,,,
399,15762218,G001,2,0,,,,
400,15646372,G001,1,135842.41,,,,
401,15690452,G001,1,63349.75,,,,
402,15747795,G002,1,129499.42,,,,
403,15781589,G003,2,0,,,,
404,15732674,G003,2,70438.01,,,,
405,15642291,G001,2,0,,,,
406,15692761,G001,1,0,,,,
407,15578045,G003,1,141434.04,,,,
408,15745354,G003,2,0,,,,
409,15701376,G002,2,152958.29,,,,
410,15691625,G002,1,138306.34,,,,
411,15566594,G003,2,0,,,,
412,15760431,G001,2,0,,,,
413,15686302,G003,1,124328.84,,,,
414,15801559,G002,3,181461.48,,,,
415,15810432,G003,2,0,,,,
416,15809616,G003,2,0,,,,
417,15720559,G002,1,110368.03,,,,
418,15695632,G001,1,89588.35,,,,
419,15659843,G001,2,0,,,,
420,15615624,G001,2,0,,,,
421,15810418,G002,1,115924.89,,,,
422,15716186,G001,2,0,,,,
423,15674551,G002,1,111756.5,,,,
424,15622834,G001,1,0,,,,
425,15566111,G001,1,0,,,,
426,15784597,G001,1,162923.85,,,,
427,15652883,G002,2,124576.65,,,,
428,15806964,G001,1,80793.58,,,,
429,15576313,G002,1,71340.09,,,,
430,15806467,G002,1,99282.63,,,,
431,15597602,G002,1,137946.39,,,,
432,15743040,G002,2,127892.57,,,,
433,15705521,G002,1,101084.36,,,,
434,15595039,G002,1,114754.08,,,,
435,15799384,G001,1,0,,,,
436,15581197,G001,1,99286.98,,,,
437,15693737,G002,2,79871.02,,,,
438,15624623,G001,2,104088.59,,,,
439,15783501,G001,2,168190.33,,,,
440,15690134,G002,1,85679.25,,,,
441,15782735,G001,1,0,,,,
442,15611088,G001,2,0,,,,
443,15672145,G001,2,121551.58,,,,
444,15732628,G001,1,122220.19,,,,
445,15787470,G003,1,116528.15,,,,
446,15803406,G001,1,77780.29,,,,
447,15730460,G001,1,0,,,,
448,15644572,G001,1,125832.2,,,,
449,15694860,G001,1,68065.8,,,,
450,15658169,G003,2,127299.34,,,,
451,15794396,G002,1,174937.64,,,,
452,15785798,G001,2,0,,,,
453,15710825,G003,1,110071.1,,,,
454,15668444,G003,1,139432.37,,,,
455,15726631,G001,1,127357.76,,,,
456,15733797,G001,2,0,,,,
457,15747960,G001,1,0,,,,
458,15634632,G001,2,0,,,,
459,15707362,G002,1,95556.31,,,,
460,15662976,G003,1,0,,,,
461,15732778,G002,2,111681.98,,,,
462,15718443,G001,2,0,,,,
463,15670039,G003,2,108738.71,,,,
464,15773792,G001,1,133950.37,,,,
465,15613786,G003,2,0,,,,
466,15726032,G001,1,89968.69,,,,
467,15663252,G003,2,0,,,,
468,15593782,G002,3,130878.75,,,,
469,15633283,G001,2,0,,,,
470,15749167,G001,2,0,,,,
471,15759298,G003,1,134169.62,,,,
472,15683625,G001,1,149762.08,,,,
473,15635367,G001,1,93844.69,,,,
474,15681705,G001,2,0,,,,
475,15603156,G001,2,0,,,,
476,15591986,G002,1,141078.37,,,,
477,15798888,G002,1,117992.59,,,,
478,15809722,G001,2,100812.33,,,,
479,15677538,G001,1,0,,,,
480,15797736,G001,1,80262.6,,,,
481,15695585,G003,1,156478.62,,,,
482,15744398,G001,2,0,,,,
483,15750658,G001,3,0,,,,
484,15578186,G002,2,115217.99,,,,
485,15676519,G003,2,0,,,,
486,15637954,G001,1,155470.55,,,,
487,15758639,G001,2,0,,,,
488,15613772,G001,1,135096.77,,,,
489,15731744,G001,2,0,,,,
490,15807709,G002,1,180075.22,,,,
491,15714689,G003,1,97541.24,,,,
492,15699005,G001,1,156067.05,,,,
493,15624170,G001,2,81550.94,,,,
494,15725679,G001,1,0,,,,
495,15585865,G001,2,170061.92,,,,
496,15804256,G002,2,92310.54,,,,
497,15662403,G001,2,169089.38,,,,
498,15733616,G001,1,80613.93,,,,
499,15591995,G002,2,121581.56,,,,
500,15677020,G001,1,0,,,,
501,15727688,G003,2,0,,,,
502,15715941,G001,2,0,,,,
503,15714485,G001,1,85891.55,,,,
504,15730059,G003,2,77637.35,,,,
505,15715527,G003,1,0,,,,
506,15576623,G001,2,0,,,,
507,15805565,G002,1,116927.89,,,,
508,15677307,G002,1,137326.65,,,,
509,15773890,G001,2,0,,,,
510,15598883,G003,2,0,,,,
511,15568506,G002,2,67238.98,,,,
512,15761043,G002,2,86569.76,,,,
513,15782236,G003,2,0,,,,
514,15593601,G001,1,133598.4,,,,
515,15682048,G001,1,136188.78,,,,
516,15746902,G003,2,0,,,,
517,15752081,G001,3,0,,,,
518,15781307,G002,2,120092.52,,,,
519,15775912,G001,2,101238.24,,,,
520,15745417,G001,1,89685.92,,,,
521,15671256,G001,1,211774.31,,,,
522,15653547,G001,1,131317.48,,,,
523,15595766,G003,2,93722.73,,,,
524,15742358,G002,1,101160.99,,,,
525,15763274,G001,1,120320.54,,,,
526,15786063,G001,2,0,,,,
527,15600258,G001,2,0,,,,
528,15573318,G001,2,0,,,,
529,15653849,G002,1,152827.99,,,,
530,15694272,G001,1,64097.75,,,,
531,15736112,G003,2,119035.35,,,,
532,15749851,G003,1,135219.57,,,,
533,15663478,G001,1,93694.42,,,,
534,15592300,G003,1,59408.63,,,,
535,15567832,G001,1,114354.95,,,,
536,15776780,G001,1,0,,,,
537,15592846,G002,2,128173.9,,,,
538,15739803,G003,2,0,,,,
539,15794142,G002,3,114931.35,,,,
540,15762729,G002,1,111071.36,,,,
541,15667896,G001,2,151226.18,,,,
542,15626578,G001,2,0,,,,
543,15776223,G001,1,64740.12,,,,
544,15705953,G003,1,169312.13,,,,
545,15802593,G001,3,0,,,,
546,15615457,G003,2,112652.08,,,,
547,15708916,G001,2,0,,,,
548,15720187,G002,2,143964.36,,,,
549,15595440,G001,2,122451.46,,,,
550,15600651,G001,3,0,,,,
551,15750141,G002,2,65253.07,,,,
552,15657284,G002,1,106901.94,,,,
553,15763063,G003,1,128509.63,,,,
554,15709324,G001,2,0,,,,
555,15711309,G002,1,129834.67,,,,
556,15775318,G003,3,154962.99,,,,
557,15705515,G002,2,138241.9,,,,
558,15634844,G002,1,91536.93,,,,
559,15717046,G003,2,0,,,,
560,15571816,G003,1,0,,,,
561,15670080,G002,1,105204.01,,,,
562,15800440,G003,1,152968.73,,,,
563,15665678,G003,1,158261.68,,,,
564,15665956,G001,1,0,,,,
565,15788126,G003,1,121021.05,,,,
566,15811773,G001,2,0,,,,
567,15651674,G003,1,0,,,,
568,15689614,G003,1,137715.66,,,,
569,15795564,G002,2,121192.22,,,,
570,15706647,G001,3,0,,,,
571,15728505,G001,2,100486.18,,,,
572,15730076,G001,1,0,,,,
573,15622003,G001,2,92566.53,,,,
574,15607312,G003,2,0,,,,
575,15644753,G003,1,110929.96,,,,
576,15653620,G001,2,0,,,,
577,15761986,G003,1,138901.61,,,,
578,15633922,G001,2,123217.66,,,,
579,15734674,G001,1,0,,,,
580,15658032,G001,2,0,,,,
581,15692671,G003,2,0,,,,
582,15737741,G003,2,108431.87,,,,
583,15576352,G003,2,0,,,,
584,15753719,G002,1,72392.41,,,,
585,15803689,G002,2,119741.77,,,,
586,15718057,G001,1,100946.71,,,,
587,15722010,G003,1,170491.84,,,,
588,15680998,G001,1,0,,,,
589,15614782,G001,1,0,,,,
590,15591047,G003,2,157296.02,,,,
591,15788291,G002,1,144606.22,,,,
592,15604044,G001,1,134811.3,,,,
593,15679587,G001,1,115897.12,,,,
594,15775153,G003,1,82034,,,,
595,15603925,G003,2,174318.13,,,,
596,15680970,G002,1,114206.84,,,,
597,15697183,G003,2,0,,,,
598,15567446,G002,1,111574.41,,,,
599,15637476,G002,1,162448.69,,,,
600,15714939,G002,1,148249.54,,,,
601,15683503,G001,3,0,,,,
602,15645569,G003,2,123709.46,,,,
603,15782569,G001,1,0,,,,
604,15592387,G001,1,0,,,,
605,15609286,G001,1,150525.8,,,,
606,15814035,G001,1,0,,,,
607,15661249,G001,2,0,,,,
608,15629117,G001,2,0,,,,
609,15607170,G001,2,0,,,,
610,15586585,G002,1,111018.98,,,,
611,15686611,G001,1,129755.99,,,,
612,15603203,G001,2,0,,,,
613,15619857,G001,1,129555.7,,,,
614,15805062,G003,1,87202.38,,,,
615,15660271,G002,1,146133.39,,,,
616,15745295,G003,1,0,,,,
617,15719352,G003,2,170184.99,,,,
618,15766575,G002,1,140745.33,,,,
619,15594594,G003,1,139070.51,,,,
620,15646161,G003,2,0,,,,
621,15682585,G001,1,114193.24,,,,
622,15603134,G003,1,167878.5,,,,
623,15636444,G002,2,141616.55,,,,
624,15773456,G002,2,145747.67,,,,
625,15745307,G003,1,129120.64,,,,
626,15604119,G003,1,110349.82,,,,
627,15626900,G001,1,141325.56,,,,
628,15605447,G001,1,78653.84,,,,
629,15589030,G001,2,0,,,,
630,15692463,G003,1,142253.65,,,,
631,15712403,G001,1,0,,,,
632,15811762,G002,1,115988.86,,,,
633,15718673,G003,1,75592.43,,,,
634,15724282,G002,2,164113.04,,,,
635,15738181,G001,2,67996.23,,,,
636,15633648,G003,2,0,,,,
637,15603323,G003,2,0,,,,
638,15583725,G001,1,138778.15,,,,
639,15588350,G001,1,147832.15,,,,
640,15798398,G001,1,135438.4,,,,
641,15784844,G003,1,116060.08,,,,
642,15580684,G001,1,112564.62,,,,
643,15809663,G001,1,125406.58,,,,
644,15640078,G002,1,135134.99,,,,
645,15698786,G001,1,133102.92,,,,
646,15569807,G001,1,42157.08,,,,
647,15730830,G001,2,0,,,,
648,15805112,G001,1,82259.29,,,,
649,15633064,G001,2,0,,,,
650,15703119,G001,2,0,,,,
651,15730447,G001,2,0,,,,
652,15813850,G001,1,0,,,,
653,15711889,G001,1,150461.07,,,,
654,15664610,G002,1,133994.52,,,,
655,15751710,G003,2,164870.81,,,,
656,15692926,G002,1,121702.73,,,,
657,15813741,G003,1,193858.2,,,,
658,15698474,G002,2,131039.97,,,,
659,15568595,G001,1,113829.45,,,,
660,15603065,G001,2,0,,,,
661,15592937,G002,1,81877.38,,,,
662,15699637,G003,1,116326.07,,,,
663,15667215,G001,2,0,,,,
664,15788659,G001,2,0,,,,
665,15763218,G001,2,0,,,,
666,15645772,G001,2,0,,,,
667,15725511,G001,1,127070.73,,,,
668,15575024,G001,2,0,,,,
669,15640825,G003,1,122549.64,,,,
670,15662397,G001,1,176099.13,,,,
671,15576368,G002,2,122388.38,,,,
672,15674991,G001,2,0,,,,
673,15721024,G001,1,0,,,,
674,15745621,G003,2,118879.35,,,,
675,15642394,G003,2,0,,,,
676,15754605,G001,2,0,,,,
677,15607040,G003,2,88736.44,,,,
678,15715142,G002,1,102703.62,,,,
679,15810978,G003,2,0,,,,
680,15668886,G003,2,0,,,,
681,15780804,G001,1,97318.25,,,,
682,15613880,G003,1,128468.69,,,,
683,15775238,G002,1,133432.59,,,,
684,15786905,G002,2,141782.57,,,,
685,15747867,G001,1,135125.28,,,,
686,15600337,G003,1,178820.91,,,,
687,15801277,G001,2,112212.14,,,,
688,15579334,G002,1,126674.81,,,,
689,15802741,G001,1,136294.97,,,,
690,15720649,G001,1,66392.64,,,,
691,15589493,G002,2,122552.34,,,,
692,15688251,G001,2,76408.85,,,,
693,15665238,G002,1,145071.24,,,,
694,15740900,G001,2,0,,,,
695,15681068,G001,1,109730.22,,,,
696,15748625,G001,2,0,,,,
697,15727299,G003,1,64119.38,,,,
698,15620204,G002,2,106138.33,,,,
699,15669516,G003,2,0,,,,
700,15736534,G002,1,181656.51,,,,
701,15803457,G001,2,0,,,,
702,15659098,G001,1,95128.86,,,,
703,15603436,G003,2,126615.94,,,,
704,15566292,G003,2,0,,,,
705,15808621,G002,2,76190.48,,,,
706,15580148,G002,3,168286.81,,,,
707,15776231,G002,1,88109.81,,,,
708,15773809,G001,2,0,,,,
709,15649423,G001,2,0,,,,
710,15734886,G001,2,123971.51,,,,
711,15722548,G001,1,148116.48,,,,
712,15650288,G002,1,116269.01,,,,
713,15629448,G003,1,120599.21,,,,
714,15716164,G001,1,144260.5,,,,
715,15807609,G003,3,86605.5,,,,
716,15578977,G001,2,0,,,,
717,15677369,G002,1,58629.97,,,,
718,15804072,G003,2,0,,,,
719,15696859,G001,2,0,,,,
720,15653780,G001,1,0,,,,
721,15721658,G003,2,209767.31,,,,
722,15578761,G003,2,129634.25,,,,
723,15736879,G001,2,0,,,,
724,15571973,G001,1,169824.46,,,,
725,15626742,G001,1,97530.25,,,,
726,15672692,G001,2,145988.65,,,,
727,15673570,G001,2,0,,,,
728,15767432,G001,3,0,,,,
729,15654238,G001,1,137494.28,,,,
730,15612525,G001,1,0,,,,
731,15812750,G001,1,147360,,,,
732,15790757,G001,2,0,,,,
733,15723873,G003,1,125167.02,,,,
734,15744607,G002,2,121152.05,,,,
735,15612966,G002,1,128981.07,,,,
736,15784209,G001,1,0,,,,
737,15794278,G003,1,151858.98,,,,
